,cn_interest_rate,uk_interest_rate,cn_export,cn_import,cn_trade_balance,uk_export,uk_import,cn_cpi,uk_cpi,cn_inflation,uk_inflation,cn_gdp,uk_gdp,dxy,gold_volatility,oil_volatility,cn_share_price,uk_share_price,price,open,high,low,change
0,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.3492547641376292,0.17930174563591023,0.10390836018093659,0.4239374801857184,0.09113037130320979,0.07612456747404872,0.07958477508650508,0.03481012658227816,0.10545454545454541,0.2162162162162162
1,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.3492547641376292,0.17930174563591023,0.10390836018093659,0.4239374801857184,0.09113037130320979,0.07612456747404872,0.07958477508650508,0.03481012658227816,0.10545454545454541,0.2162162162162162
2,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.3492547641376292,0.17930174563591023,0.10390836018093659,0.4239374801857184,0.09113037130320979,0.07612456747404872,0.07958477508650508,0.03481012658227816,0.10545454545454541,0.2162162162162162
3,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.3492547641376292,0.17930174563591023,0.10390836018093659,0.4239374801857184,0.09113037130320979,0.062283737024221325,0.07266435986159187,0.044303797468354375,0.07272727272727277,0.1891891891891892
4,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.3540530451329767,0.15760598503740647,0.10355039213772008,0.4239374801857184,0.09113037130320979,0.07958477508650508,0.05882352941176496,0.044303797468354375,0.09818181818181844,0.2722007722007722
5,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.37011408436598026,0.18503740648379055,0.1122717953724495,0.4239374801857184,0.09113037130320979,0.07266435986159187,0.07958477508650508,0.03797468354430356,0.10181818181818167,0.20752895752895753
6,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.3716573644963625,0.2129675810473816,0.12460542158872727,0.4239374801857184,0.09113037130320979,0.05536332179930811,0.06920415224913502,0.03164556962025319,0.08363636363636348,0.17953667953667954
7,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.3879505786162376,0.2179551122194514,0.12444270884181069,0.4239374801857184,0.09113037130320979,0.07612456747404872,0.051903114186851264,0.03481012658227816,0.08727272727272721,0.28185328185328185
8,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.3879505786162376,0.2179551122194514,0.12444270884181069,0.4239374801857184,0.09113037130320979,0.07612456747404872,0.051903114186851264,0.03481012658227816,0.08727272727272721,0.28185328185328185
9,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.3879505786162376,0.2179551122194514,0.12444270884181069,0.4239374801857184,0.09113037130320979,0.07612456747404872,0.051903114186851264,0.03481012658227816,0.08727272727272721,0.28185328185328185
10,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.38815088636177414,0.18827930174563592,0.14683198281753393,0.4239374801857184,0.09113037130320979,0.08650519031141878,0.07266435986159187,0.044303797468354375,0.10181818181818167,0.25386100386100385
11,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.4017581557119571,0.19276807980049876,0.15428422662631391,0.4239374801857184,0.09113037130320979,0.10726643598615938,0.08304498269896193,0.08227848101265794,0.11999999999999986,0.2808880308880309
12,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.39400533546994904,0.2022443890274314,0.13931465390998735,0.4239374801857184,0.09113037130320979,0.11764705882352944,0.10726643598615938,0.07594936708860757,0.13818181818181804,0.25289575289575295
13,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.4050268139232094,0.18154613466334166,0.1291939210517752,0.4239374801857184,0.09113037130320979,0.10726643598615938,0.1141868512110726,0.07278481012658217,0.13818181818181804,0.1988416988416988
14,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.42122442661907794,0.2129675810473816,0.1439356959224186,0.4239374801857184,0.09113037130320979,0.14878892733564011,0.10726643598615938,0.10126582278480994,0.1418181818181818,0.3359073359073359
15,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.42122442661907794,0.2129675810473816,0.1439356959224186,0.4239374801857184,0.09113037130320979,0.14878892733564011,0.10726643598615938,0.10126582278480994,0.1418181818181818,0.3359073359073359
16,0.3099415204678363,0.37227399593169025,0.26488809141562003,0.05665207521551278,0.651992838193588,0.2513486014737296,0.1831563631413571,0.0,0.0,0.6625006601097949,0.0027306880187847236,0.0,0.010654635214585866,0.42122442661907794,0.2129675810473816,0.1439356959224186,0.4239374801857184,0.09113037130320979,0.14878892733564011,0.10726643598615938,0.10126582278480994,0.1418181818181818,0.3359073359073359
